admission_id	time_key	location_key	university_key	batch_key	type_key	candidate_key	avg_score	min_score	control_score
17022	2018	LOC002	UNI0301	BAT008	TYP019	CAN003		426.0	403.0
17023	2018	LOC003	UNI1189	BAT008	TYP019	CAN004		346.0	365.0
17024	2018	LOC003	UNI1189	BAT008	TYP019	CAN003	354.0	346.0	424.0
17025	2018	LOC001	UNI1189	BAT013	TYP019	CAN004	432.0	424.0	
17026	2018	LOC001	UNI1189	BAT013	TYP019	CAN003	458.0	448.0	
17027	2018	LOC002	UNI1189	BAT008	TYP019	CAN004		350.0	345.0
17028	2018	LOC001	UNI1187	BAT013	TYP019	CAN004	435.0	426.0	
17029	2018	LOC001	UNI1187	BAT013	TYP019	CAN003	461.0	456.0	
17030	2018	LOC003	UNI1497	BAT007	TYP019	CAN003		421.0	377.0
17031	2018	LOC001	UNI1497	BAT013	TYP019	CAN004	441.0	436.0	
17032	2018	LOC001	UNI1497	BAT013	TYP019	CAN003	470.0	466.0	
17033	2018	LOC003	UNI1554	BAT008	TYP019	CAN004		342.0	365.0
17034	2018	LOC003	UNI1554	BAT008	TYP019	CAN003		401.0	424.0
17035	2018	LOC001	UNI1554	BAT013	TYP019	CAN004	432.0	422.0	
17036	2018	LOC001	UNI1554	BAT013	TYP019	CAN003	466.0	450.0	
17037	2018	LOC002	UNI1554	BAT008	TYP019	CAN004		370.0	345.0
17038	2018	LOC002	UNI1554	BAT008	TYP019	CAN003		406.0	403.0
17039	2018	LOC001	UNI1181	BAT013	TYP019	CAN004	419.0	412.0	
17040	2018	LOC001	UNI1181	BAT013	TYP019	CAN003	442.0	433.0	
17041	2018	LOC003	UNI0297	BAT007	TYP019	CAN004		355.0	334.0
17042	2018	LOC001	UNI0297	BAT013	TYP019	CAN004	442.0	436.0	
17043	2018	LOC002	UNI0297	BAT008	TYP019	CAN004		380.0	345.0
17044	2018	LOC002	UNI1179	BAT001	TYP019	CAN004		225.0	200.0
17045	2018	LOC002	UNI1179	BAT001	TYP019	CAN003		352.0	200.0
17046	2018	LOC001	UNI1166	BAT001	TYP019	CAN004	257.0	249.0	130.0
17047	2018	LOC001	UNI1166	BAT001	TYP019	CAN003	223.0	186.0	130.0
17048	2018	LOC003	UNI0185	BAT008	TYP019	CAN003		392.0	424.0
17049	2018	LOC003	UNI0185	BAT008	TYP019	CAN004		334.0	365.0
17050	2018	LOC001	UNI0185	BAT013	TYP019	CAN004	416.0	407.0	
17051	2018	LOC001	UNI0185	BAT013	TYP019	CAN003	441.0	432.0	
17052	2018	LOC001	UNI0185	BAT001	TYP019	CAN004	211.0	178.0	130.0
17053	2018	LOC001	UNI0185	BAT001	TYP019	CAN003	206.0	206.0	130.0
17054	2018	LOC002	UNI0185	BAT008	TYP019	CAN004		345.0	345.0
17055	2018	LOC002	UNI0185	BAT008	TYP019	CAN003		404.0	403.0
17056	2018	LOC003	UNI1495	BAT008	TYP019	CAN003		377.0	424.0
17057	2018	LOC003	UNI1495	BAT008	TYP019	CAN004		332.0	365.0
17058	2018	LOC001	UNI1495	BAT013	TYP019	CAN004	430.0	423.0	
17059	2018	LOC001	UNI1495	BAT013	TYP019	CAN003	454.0	446.0	
17060	2018	LOC001	UNI1495	BAT001	TYP019	CAN004	219.0	196.0	130.0
17061	2018	LOC001	UNI1495	BAT001	TYP019	CAN003	179.0	179.0	130.0
17062	2018	LOC002	UNI1495	BAT008	TYP019	CAN004		351.0	345.0
17063	2018	LOC002	UNI1495	BAT008	TYP019	CAN003		410.0	403.0
17064	2018	LOC003	UNI0233	BAT007	TYP019	CAN003		413.0	377.0
17065	2018	LOC003	UNI0233	BAT007	TYP019	CAN004		363.0	334.0
17066	2018	LOC001	UNI0233	BAT013	TYP019	CAN004	439.0	432.0	
17067	2018	LOC001	UNI0233	BAT013	TYP019	CAN003	470.0	461.0	
17068	2018	LOC001	UNI0233	BAT001	TYP019	CAN004	265.0	252.0	130.0
17069	2018	LOC001	UNI0233	BAT001	TYP019	CAN003	239.0	224.0	130.0
17070	2018	LOC002	UNI0233	BAT008	TYP019	CAN004		375.0	345.0
17071	2018	LOC002	UNI0233	BAT008	TYP019	CAN003		426.0	403.0
17072	2018	LOC001	UNI1542	BAT001	TYP019	CAN004	248.0	229.0	130.0
17073	2018	LOC001	UNI1542	BAT001	TYP019	CAN003	225.0	157.0	130.0
17074	2018	LOC002	UNI1542	BAT001	TYP019	CAN004		201.0	200.0
17075	2018	LOC002	UNI1542	BAT001	TYP019	CAN003		226.0	200.0
17076	2018	LOC001	UNI1541	BAT001	TYP019	CAN004	247.0	237.0	130.0
17077	2018	LOC001	UNI1541	BAT001	TYP019	CAN003	223.0	163.0	130.0
17078	2018	LOC002	UNI1541	BAT001	TYP019	CAN004		250.0	200.0
17079	2018	LOC002	UNI1541	BAT001	TYP019	CAN003		287.0	200.0
17080	2018	LOC001	UNI0235	BAT013	TYP019	CAN004	434.0	425.0	
17081	2018	LOC001	UNI0235	BAT013	TYP019	CAN003	461.0	452.0	
17082	2018	LOC002	UNI0235	BAT008	TYP019	CAN004		345.0	345.0
17083	2018	LOC001	UNI1169	BAT013	TYP019	CAN004	432.0	424.0	
17084	2018	LOC001	UNI1169	BAT013	TYP019	CAN003	449.0	442.0	
17085	2018	LOC001	UNI1169	BAT001	TYP019	CAN003	211.0	211.0	130.0
17086	2018	LOC002	UNI0867	BAT001	TYP019	CAN004		304.0	200.0
17087	2018	LOC002	UNI0867	BAT001	TYP019	CAN003		296.0	200.0
17088	2018	LOC002	UNI0914	BAT001	TYP019	CAN004		204.0	200.0
17089	2018	LOC002	UNI0914	BAT001	TYP019	CAN003		200.0	200.0
17090	2018	LOC003	UNI1546	BAT001	TYP019	CAN003		308.0	200.0
17091	2018	LOC003	UNI1546	BAT001	TYP019	CAN004		258.0	200.0
17092	2018	LOC001	UNI1546	BAT001	TYP019	CAN004	284.0	271.0	130.0
17093	2018	LOC001	UNI1546	BAT001	TYP019	CAN003	254.0	239.0	130.0
17094	2018	LOC002	UNI1546	BAT001	TYP019	CAN004		233.0	200.0
17095	2018	LOC002	UNI1546	BAT001	TYP019	CAN003		200.0	200.0
17096	2018	LOC001	UNI0865	BAT001	TYP019	CAN004	229.0	203.0	130.0
17097	2018	LOC001	UNI0865	BAT001	TYP019	CAN003	208.0	164.0	130.0
17098	2018	LOC003	UNI1208	BAT001	TYP019	CAN003		323.0	200.0
17099	2018	LOC003	UNI1208	BAT001	TYP019	CAN004		316.0	200.0
17100	2018	LOC001	UNI1208	BAT001	TYP019	CAN004	240.0	231.0	130.0
17101	2018	LOC001	UNI1208	BAT001	TYP019	CAN003	228.0	185.0	130.0
17102	2018	LOC002	UNI1208	BAT001	TYP019	CAN004		207.0	200.0
17103	2018	LOC002	UNI1208	BAT001	TYP019	CAN003		263.0	200.0
17104	2018	LOC001	UNI1170	BAT012	TYP019	CAN004	505.0	491.0	
17105	2018	LOC001	UNI1170	BAT012	TYP019	CAN003	564.0	551.0	
17106	2018	LOC002	UNI1170	BAT008	TYP019	CAN004		392.0	345.0
17107	2018	LOC002	UNI1170	BAT008	TYP019	CAN003		522.0	403.0
17108	2018	LOC001	UNI0874	BAT012	TYP019	CAN004	474.0	471.0	
17109	2018	LOC001	UNI0874	BAT012	TYP019	CAN003	503.0	500.0	
17110	2018	LOC001	UNI0874	BAT001	TYP019	CAN004	250.0	241.0	130.0
17111	2018	LOC001	UNI0874	BAT001	TYP019	CAN003	186.0	142.0	130.0
17112	2018	LOC002	UNI0874	BAT008	TYP019	CAN004		400.0	345.0
17113	2018	LOC002	UNI0874	BAT008	TYP019	CAN003		447.0	403.0
17114	2018	LOC002	UNI0874	BAT001	TYP019	CAN004		207.0	200.0
17115	2018	LOC002	UNI0874	BAT001	TYP019	CAN003		242.0	200.0
17116	2018	LOC002	UNI0184	BAT001	TYP019	CAN004		232.0	200.0
17117	2018	LOC001	UNI1344	BAT001	TYP019	CAN004	274.0	274.0	130.0
17118	2018	LOC001	UNI0458	BAT001	TYP019	CAN004	283.0	267.0	130.0
17119	2018	LOC001	UNI0458	BAT001	TYP019	CAN003	222.0	138.0	130.0
17120	2018	LOC001	UNI0066	BAT012	TYP019	CAN004	610.0	606.0	
17121	2018	LOC001	UNI0066	BAT012	TYP019	CAN003	594.0	591.0	
17122	2018	LOC002	UNI0066	BAT005	TYP019	CAN004		571.0	513.0
17123	2018	LOC003	UNI1199	BAT001	TYP019	CAN003		348.0	200.0
17124	2018	LOC003	UNI1199	BAT001	TYP019	CAN004		280.0	200.0
17125	2018	LOC001	UNI1199	BAT012	TYP019	CAN004	473.0	465.0	
17126	2018	LOC001	UNI1199	BAT012	TYP019	CAN003	501.0	497.0	
17127	2018	LOC001	UNI1199	BAT001	TYP019	CAN004	215.0	180.0	130.0
17128	2018	LOC001	UNI1199	BAT001	TYP019	CAN003	212.0	204.0	130.0
17129	2018	LOC002	UNI1199	BAT001	TYP019	CAN004		256.0	200.0
17130	2018	LOC002	UNI1199	BAT001	TYP019	CAN003		277.0	200.0
17131	2018	LOC003	UNI1320	BAT005	TYP019	CAN004	468.0	452.0	403.0
17132	2018	LOC003	UNI1320	BAT005	TYP019	CAN003	512.0	503.0	475.0
17133	2018	LOC001	UNI1320	BAT012	TYP006	CAN004	559.0	552.0	
17134	2018	LOC001	UNI1320	BAT012	TYP019	CAN004	573.0	568.0	
17135	2018	LOC001	UNI1320	BAT012	TYP006	CAN003	555.0	548.0	
17136	2018	LOC001	UNI1320	BAT012	TYP019	CAN003	579.0	575.0	
17137	2018	LOC002	UNI1320	BAT005	TYP019	CAN004		550.0	513.0
17138	2018	LOC002	UNI1320	BAT005	TYP019	CAN003		571.0	547.0
17139	2018	LOC002	UNI1320	BAT008	TYP019	CAN004		507.0	345.0
17140	2018	LOC002	UNI1320	BAT008	TYP019	CAN003		551.0	403.0
17141	2018	LOC003	UNI1324	BAT008	TYP019	CAN003	433.0	427.0	424.0
17142	2018	LOC002	UNI1324	BAT014	TYP019	CAN002		363.0	
17143	2018	LOC001	UNI1324	BAT012	TYP019	CAN004	451.0	448.0	
17144	2018	LOC001	UNI1324	BAT012	TYP019	CAN003	491.0	487.0	
17145	2018	LOC002	UNI1324	BAT008	TYP019	CAN004		440.0	345.0
17146	2018	LOC002	UNI1324	BAT008	TYP019	CAN003		496.0	403.0
17147	2018	LOC002	UNI1324	BAT001	TYP019	CAN004		285.0	200.0
17148	2018	LOC002	UNI1324	BAT001	TYP019	CAN003		343.0	200.0
17149	2018	LOC003	UNI1322	BAT008	TYP019	CAN003	471.0	468.0	424.0
17150	2018	LOC003	UNI1322	BAT008	TYP019	CAN004	409.0	399.0	365.0
17151	2018	LOC002	UNI1322	BAT014	TYP019	CAN002		367.0	
17152	2018	LOC001	UNI1322	BAT012	TYP019	CAN004	514.0	498.0	
17153	2018	LOC001	UNI1322	BAT012	TYP019	CAN003	524.0	511.0	
17154	2018	LOC002	UNI1322	BAT008	TYP019	CAN004		483.0	345.0
17155	2018	LOC002	UNI1322	BAT008	TYP019	CAN003		538.0	403.0
17156	2018	LOC003	UNI1318	BAT001	TYP019	CAN004	332.0	321.0	200.0
17157	2018	LOC003	UNI1318	BAT005	TYP019	CAN004	455.0	443.0	403.0
17158	2018	LOC003	UNI1318	BAT008	TYP019	CAN004	401.0	383.0	365.0
17159	2018	LOC001	UNI1318	BAT012	TYP019	CAN004	489.0	474.0	
17160	2018	LOC002	UNI1318	BAT005	TYP019	CAN004		539.0	513.0
17161	2018	LOC002	UNI1318	BAT008	TYP019	CAN004		465.0	345.0
17162	2018	LOC002	UNI1318	BAT008	TYP019	CAN003		484.0	403.0
17163	2018	LOC002	UNI1318	BAT001	TYP019	CAN004		350.0	200.0
17164	2018	LOC002	UNI1318	BAT001	TYP019	CAN003		361.0	200.0
17165	2018	LOC002	UNI1327	BAT001	TYP019	CAN004		206.0	200.0
17166	2018	LOC002	UNI1327	BAT001	TYP019	CAN003		292.0	200.0
17167	2018	LOC002	UNI1329	BAT014	TYP019	CAN002		327.0	
17168	2018	LOC002	UNI0002	BAT001	TYP019	CAN004		205.0	200.0
17169	2018	LOC002	UNI0002	BAT001	TYP019	CAN003		257.0	200.0
17170	2018	LOC003	UNI1328	BAT001	TYP019	CAN004	243.0	205.0	200.0
17171	2018	LOC003	UNI1328	BAT001	TYP019	CAN003	282.0	282.0	200.0
17172	2018	LOC002	UNI1328	BAT001	TYP019	CAN004		238.0	200.0
17173	2018	LOC002	UNI1328	BAT001	TYP019	CAN003		231.0	200.0
17174	2018	LOC003	UNI1323	BAT001	TYP019	CAN004	289.0	261.0	200.0
17175	2018	LOC003	UNI1323	BAT001	TYP019	CAN003	375.5	343.0	200.0
17176	2018	LOC002	UNI1323	BAT002	TYP019	CAN003	352.0	281.0	
17177	2018	LOC002	UNI1323	BAT002	TYP019	CAN004	270.5	243.0	
17178	2018	LOC002	UNI1323	BAT001	TYP019	CAN004		208.0	200.0
17179	2018	LOC002	UNI1323	BAT001	TYP019	CAN003		348.0	200.0
17180	2018	LOC002	UNI1319	BAT001	TYP019	CAN004		230.0	200.0
17181	2018	LOC002	UNI1319	BAT001	TYP019	CAN003		270.0	200.0
17182	2018	LOC002	UNI1507	BAT014	TYP019	CAN002		361.0	
17183	2018	LOC002	UNI1507	BAT008	TYP019	CAN004		418.0	345.0
17184	2018	LOC002	UNI1507	BAT008	TYP019	CAN003		485.0	403.0
17185	2018	LOC002	UNI1507	BAT001	TYP019	CAN004		259.0	200.0
17186	2018	LOC002	UNI1507	BAT001	TYP019	CAN003		384.0	200.0
17187	2018	LOC003	UNI1326	BAT001	TYP019	CAN003		200.0	200.0
17188	2018	LOC003	UNI1326	BAT001	TYP019	CAN004		200.0	200.0
17189	2018	LOC001	UNI1326	BAT001	TYP019	CAN004	160.0	158.0	130.0
17190	2018	LOC002	UNI1326	BAT001	TYP019	CAN004		224.0	200.0
17191	2018	LOC002	UNI1326	BAT001	TYP019	CAN003		296.0	200.0
17192	2018	LOC002	UNI1321	BAT001	TYP019	CAN004		280.0	200.0
17193	2018	LOC002	UNI1321	BAT001	TYP019	CAN003		216.0	200.0
17194	2018	LOC002	UNI0003	BAT014	TYP019	CAN002		298.0	
17195	2018	LOC003	UNI0003	BAT007	TYP019	CAN003	405.3	394.0	377.0
17196	2018	LOC003	UNI0003	BAT007	TYP019	CAN004	344.88	335.0	334.0
17197	2018	LOC002	UNI0003	BAT014	TYP019	CAN008	297.5	259.0	
17198	2018	LOC001	UNI0003	BAT013	TYP006	CAN004	398.0	393.0	
17199	2018	LOC001	UNI0003	BAT013	TYP019	CAN004	405.0	381.0	
17200	2018	LOC001	UNI0003	BAT013	TYP019	CAN003	410.0	388.0	
17201	2018	LOC001	UNI0003	BAT013	TYP006	CAN003	383.0	383.0	
17202	2018	LOC002	UNI0003	BAT008	TYP019	CAN004		381.0	345.0
17203	2018	LOC002	UNI0003	BAT008	TYP019	CAN003		420.0	403.0
17204	2018	LOC002	UNI0005	BAT001	TYP019	CAN004		203.0	200.0
17205	2018	LOC002	UNI0005	BAT001	TYP019	CAN003		297.0	200.0
17206	2018	LOC002	UNI1325	BAT001	TYP019	CAN004		203.0	200.0
17207	2018	LOC002	UNI1325	BAT001	TYP019	CAN003		202.0	200.0
17208	2018	LOC003	UNI0004	BAT001	TYP019	CAN004	265.0	242.0	200.0
17209	2018	LOC002	UNI0004	BAT001	TYP019	CAN004		206.0	200.0
17210	2018	LOC002	UNI0004	BAT001	TYP019	CAN003		254.0	200.0
17211	2018	LOC002	UNI1316	BAT002	TYP019	CAN002	279.0	241.0	
17212	2018	LOC001	UNI0001	BAT001	TYP019	CAN004	219.0	153.0	130.0
17213	2018	LOC002	UNI0001	BAT001	TYP019	CAN004		221.0	200.0
17214	2018	LOC002	UNI0001	BAT001	TYP019	CAN003		251.0	200.0
17215	2018	LOC001	UNI1317	BAT001	TYP019	CAN003	215.0	215.0	130.0
17216	2018	LOC002	UNI1317	BAT001	TYP019	CAN003		382.0	200.0
17217	2018	LOC003	UNI0295	BAT005	TYP019	CAN004		406.0	403.0
17218	2018	LOC001	UNI0295	BAT012	TYP006	CAN004	471.0	469.0	
17219	2018	LOC001	UNI0295	BAT012	TYP019	CAN004	519.0	502.0	
17220	2018	LOC002	UNI0295	BAT005	TYP019	CAN004		531.0	513.0
17221	2018	LOC002	UNI0295	BAT008	TYP019	CAN004		486.0	345.0
17222	2018	LOC002	UNI0295	BAT008	TYP019	CAN003		484.0	403.0
17223	2018	LOC003	UNI1809	BAT005	TYP019	CAN003		513.0	475.0
17224	2018	LOC003	UNI1809	BAT005	TYP019	CAN004		474.0	403.0
17225	2018	LOC001	UNI1809	BAT012	TYP019	CAN004		594.0	
17226	2018	LOC002	UNI1809	BAT005	TYP019	CAN004		587.0	513.0
17227	2018	LOC002	UNI1809	BAT005	TYP019	CAN003		594.0	547.0
17228	2018	LOC003	UNI1227	BAT008	TYP019	CAN004	398.3	393.0	365.0
17229	2018	LOC001	UNI1227	BAT012	TYP019	CAN004	492.0	487.0	
17230	2018	LOC001	UNI1227	BAT012	TYP006	CAN004	470.0	461.0	
17231	2018	LOC001	UNI1227	BAT012	TYP019	CAN003	506.0	504.0	
17232	2018	LOC002	UNI1227	BAT008	TYP019	CAN004		489.0	345.0
17233	2018	LOC002	UNI1227	BAT008	TYP019	CAN003		524.0	403.0
17234	2018	LOC003	UNI1821	BAT008	TYP019	CAN003	450.0	443.0	424.0
17235	2018	LOC003	UNI1821	BAT008	TYP019	CAN004	382.0	373.0	365.0
17236	2018	LOC001	UNI1821	BAT012	TYP019	CAN004	465.0	460.0	
17237	2018	LOC001	UNI1821	BAT012	TYP019	CAN003	494.0	489.0	
17238	2018	LOC002	UNI1821	BAT008	TYP019	CAN004		459.0	345.0
17239	2018	LOC002	UNI1821	BAT008	TYP019	CAN003		503.0	403.0
17240	2018	LOC003	UNI1218	BAT008	TYP019	CAN003	462.26	457.0	424.0
17241	2018	LOC003	UNI1218	BAT008	TYP019	CAN004	397.62	392.0	365.0
17242	2018	LOC001	UNI1218	BAT012	TYP019	CAN004	491.0	483.0	
17243	2018	LOC001	UNI1218	BAT012	TYP006	CAN004	462.0	454.0	
17244	2018	LOC001	UNI1218	BAT012	TYP019	CAN003	514.0	510.0	
17245	2018	LOC001	UNI1218	BAT012	TYP006	CAN003	495.0	489.0	
17246	2018	LOC002	UNI1218	BAT008	TYP019	CAN004		487.0	345.0
17247	2018	LOC002	UNI1218	BAT008	TYP019	CAN003		530.0	403.0
17248	2018	LOC003	UNI1228	BAT008	TYP019	CAN004		388.07	365.0
17249	2018	LOC001	UNI1228	BAT012	TYP019	CAN004	490.0	483.0	
17250	2018	LOC001	UNI1228	BAT012	TYP019	CAN003	507.0	504.0	
17251	2018	LOC002	UNI1228	BAT008	TYP019	CAN004		499.0	345.0
17252	2018	LOC002	UNI1228	BAT008	TYP019	CAN003		526.0	403.0
17253	2018	LOC003	UNI0089	BAT008	TYP019	CAN004		365.0	365.0
17254	2018	LOC001	UNI0089	BAT012	TYP006	CAN004	439.0	432.0	
17255	2018	LOC002	UNI0089	BAT008	TYP019	CAN004		437.0	345.0
17256	2018	LOC002	UNI0089	BAT008	TYP019	CAN003		491.0	403.0
17257	2018	LOC003	UNI1212	BAT008	TYP019	CAN003		456.0	424.0
17258	2018	LOC003	UNI1212	BAT008	TYP019	CAN004		385.0	365.0
17259	2018	LOC001	UNI1212	BAT012	TYP019	CAN004	472.0	468.0	
17260	2018	LOC001	UNI1212	BAT012	TYP019	CAN003	506.0	503.0	
17261	2018	LOC002	UNI1212	BAT008	TYP019	CAN004		460.0	345.0
17262	2018	LOC002	UNI1212	BAT008	TYP019	CAN003		517.0	403.0
17263	2018	LOC003	UNI1229	BAT008	TYP019	CAN004	373.0	366.0	365.0
17264	2018	LOC003	UNI1229	BAT008	TYP019	CAN003	425.0	424.0	424.0
17265	2018	LOC001	UNI1229	BAT012	TYP019	CAN004	454.0	451.0	
17266	2018	LOC001	UNI1229	BAT012	TYP019	CAN003	497.0	491.0	
17267	2018	LOC003	UNI1210	BAT008	TYP019	CAN003		462.0	424.0
17268	2018	LOC003	UNI1210	BAT008	TYP019	CAN004		382.0	365.0
17269	2018	LOC001	UNI1210	BAT012	TYP019	CAN004	479.0	475.0	
17270	2018	LOC001	UNI1210	BAT012	TYP019	CAN003	535.0	531.0	
17271	2018	LOC002	UNI1210	BAT008	TYP019	CAN004		457.0	345.0
17272	2018	LOC002	UNI1210	BAT008	TYP019	CAN003		519.0	403.0
17273	2018	LOC003	UNI0922	BAT008	TYP019	CAN004		399.0	365.0
17274	2018	LOC001	UNI0922	BAT012	TYP019	CAN004		506.0	
17275	2018	LOC002	UNI0922	BAT008	TYP019	CAN003		499.0	403.0
17276	2018	LOC003	UNI1216	BAT005	TYP019	CAN003		496.0	475.0
17277	2018	LOC003	UNI1216	BAT005	TYP019	CAN004		437.0	403.0
17278	2018	LOC001	UNI1216	BAT012	TYP019	CAN004	560.0	551.0	
17279	2018	LOC001	UNI1216	BAT012	TYP019	CAN003	566.0	558.0	
17280	2018	LOC002	UNI1216	BAT005	TYP019	CAN004		540.0	513.0
17281	2018	LOC002	UNI1216	BAT005	TYP019	CAN003		564.0	547.0
17282	2018	LOC003	UNI1222	BAT008	TYP019	CAN003		463.0	424.0
17283	2018	LOC003	UNI1222	BAT008	TYP019	CAN004		389.0	365.0
17284	2018	LOC001	UNI1222	BAT012	TYP019	CAN004	526.0	508.0	
17285	2018	LOC001	UNI1222	BAT012	TYP019	CAN003	523.0	517.0	
17286	2018	LOC002	UNI1222	BAT008	TYP019	CAN004		466.0	345.0
17287	2018	LOC002	UNI1222	BAT008	TYP019	CAN003		526.0	403.0
17288	2018	LOC001	UNI0190	BAT012	TYP019	CAN004	507.0	491.0	
17289	2018	LOC001	UNI0190	BAT012	TYP019	CAN003	489.0	485.0	
17290	2018	LOC002	UNI0425	BAT014	TYP019	CAN002		354.0	
17291	2018	LOC002	UNI0425	BAT008	TYP019	CAN004		401.0	345.0
17292	2018	LOC002	UNI0425	BAT008	TYP019	CAN003		468.0	403.0
17293	2018	LOC001	UNI0646	BAT012	TYP019	CAN004	467.0	466.0	
17294	2018	LOC001	UNI0646	BAT012	TYP019	CAN003	489.0	488.0	
17295	2018	LOC002	UNI1712	BAT008	TYP019	CAN004		405.0	345.0
17296	2018	LOC002	UNI1712	BAT008	TYP019	CAN003		471.0	403.0
17297	2018	LOC001	UNI0373	BAT012	TYP019	CAN003		483.0	
17298	2018	LOC001	UNI0373	BAT012	TYP019	CAN004		447.0	
17299	2018	LOC002	UNI0373	BAT008	TYP019	CAN003		477.0	403.0
17300	2018	LOC002	UNI0373	BAT008	TYP019	CAN004		383.0	345.0
17301	2018	LOC001	UNI0373	BAT012	TYP006	CAN003		464.0	
17302	2018	LOC003	UNI1256	BAT008	TYP019	CAN003		441.0	424.0
17303	2018	LOC003	UNI1256	BAT008	TYP019	CAN004		366.0	365.0
17304	2018	LOC001	UNI1256	BAT012	TYP019	CAN004	492.0	479.0	
17305	2018	LOC001	UNI1256	BAT012	TYP019	CAN003	497.0	494.0	
17306	2018	LOC002	UNI1256	BAT008	TYP019	CAN004		423.0	345.0
17307	2018	LOC002	UNI1256	BAT008	TYP019	CAN003		486.0	403.0
17308	2018	LOC002	UNI0462	BAT014	TYP019	CAN002		362.0	
17309	2018	LOC001	UNI0462	BAT012	TYP019	CAN004	472.0	466.0	
17310	2018	LOC001	UNI0462	BAT012	TYP019	CAN003	495.0	490.0	
17311	2018	LOC002	UNI0462	BAT008	TYP019	CAN004		396.0	345.0
17312	2018	LOC002	UNI0462	BAT008	TYP019	CAN003		475.0	403.0
17313	2018	LOC003	UNI1234	BAT008	TYP019	CAN003		455.0	424.0
17314	2018	LOC003	UNI1234	BAT008	TYP019	CAN004		389.0	365.0
17315	2018	LOC001	UNI1234	BAT012	TYP019	CAN004	521.0	505.0	
17316	2018	LOC001	UNI1234	BAT012	TYP019	CAN003	526.0	518.0	
17317	2018	LOC002	UNI1234	BAT008	TYP019	CAN004		502.0	345.0
17318	2018	LOC002	UNI1234	BAT008	TYP019	CAN003		543.0	403.0
17319	2018	LOC001	UNI1819	BAT012	TYP019	CAN004	465.0	460.0	
17320	2018	LOC001	UNI1819	BAT012	TYP019	CAN003	491.0	485.0	
17321	2018	LOC002	UNI1819	BAT008	TYP019	CAN004		431.0	345.0
17322	2018	LOC002	UNI1819	BAT008	TYP019	CAN003		485.0	403.0
17323	2018	LOC001	UNI0013	BAT001	TYP019	CAN003	227.0	227.0	130.0
17324	2018	LOC001	UNI1822	BAT001	TYP019	CAN004	199.0	189.0	130.0
17325	2018	LOC002	UNI1822	BAT001	TYP019	CAN004		319.0	200.0
17326	2018	LOC002	UNI1822	BAT001	TYP019	CAN003		306.0	200.0
17327	2018	LOC003	UNI2025	BAT008	TYP019	CAN003		426.0	424.0
17328	2018	LOC003	UNI2025	BAT008	TYP019	CAN004		365.0	365.0
17329	2018	LOC002	UNI2025	BAT008	TYP019	CAN004		383.0	345.0
17330	2018	LOC002	UNI2025	BAT008	TYP019	CAN003		460.0	403.0
17331	2018	LOC002	UNI0746	BAT008	TYP019	CAN004		383.0	345.0
17332	2018	LOC002	UNI0746	BAT008	TYP019	CAN003		454.0	403.0
17333	2018	LOC002	UNI1812	BAT008	TYP019	CAN004		346.0	345.0
17334	2018	LOC002	UNI1812	BAT001	TYP019	CAN004		220.0	200.0
17335	2018	LOC002	UNI1812	BAT001	TYP019	CAN003		292.0	200.0
17336	2018	LOC003	UNI0873	BAT001	TYP019	CAN003		348.0	200.0
17337	2018	LOC003	UNI0873	BAT001	TYP019	CAN004		300.0	200.0
17338	2018	LOC001	UNI0873	BAT001	TYP019	CAN004	146.0	136.0	130.0
17339	2018	LOC002	UNI0873	BAT001	TYP019	CAN004		334.0	200.0
17340	2018	LOC002	UNI0873	BAT001	TYP019	CAN003		381.0	200.0
17341	2018	LOC003	UNI1257	BAT008	TYP019	CAN003		432.0	424.0
17342	2018	LOC003	UNI1257	BAT008	TYP019	CAN004		391.0	365.0
17343	2018	LOC001	UNI1257	BAT012	TYP019	CAN004	460.0	455.0	
17344	2018	LOC001	UNI1257	BAT012	TYP019	CAN003	501.0	495.0	
17345	2018	LOC002	UNI1257	BAT008	TYP019	CAN004		433.0	345.0
17346	2018	LOC002	UNI1257	BAT008	TYP019	CAN003		490.0	403.0
17347	2018	LOC003	UNI0924	BAT008	TYP019	CAN003		427.0	424.0
17348	2018	LOC003	UNI0924	BAT008	TYP019	CAN004		365.0	365.0
17349	2018	LOC002	UNI1220	BAT008	TYP019	CAN004		399.0	345.0
17350	2018	LOC002	UNI1220	BAT001	TYP019	CAN004		200.0	200.0
17351	2018	LOC003	UNI0645	BAT008	TYP019	CAN003		429.0	424.0
17352	2018	LOC003	UNI0645	BAT008	TYP019	CAN004		367.0	365.0
17353	2018	LOC001	UNI0645	BAT012	TYP006	CAN004	442.0	441.0	
17354	2018	LOC001	UNI0645	BAT012	TYP019	CAN004	447.0	446.0	
17355	2018	LOC001	UNI0645	BAT012	TYP019	CAN003	491.0	488.0	
17356	2018	LOC002	UNI0645	BAT008	TYP019	CAN004		404.0	345.0
17357	2018	LOC002	UNI0645	BAT008	TYP019	CAN003		473.0	403.0
17358	2018	LOC003	UNI1221	BAT008	TYP019	CAN003		428.0	424.0
17359	2018	LOC003	UNI1221	BAT008	TYP019	CAN004		366.0	365.0
17360	2018	LOC001	UNI1221	BAT012	TYP019	CAN004	462.0	455.0	
17361	2018	LOC001	UNI1221	BAT012	TYP019	CAN003	493.0	491.0	
17362	2018	LOC001	UNI1221	BAT001	TYP019	CAN003	211.0	174.0	130.0
